timestamp,num_topics,doc_count,num_unassigned,npmi,cv,td
2023-01-01,15,352,0,-0.23656604612287985,0.3838643971270964,0.96
2023-01-02,15,632,0,-0.1576273189390422,0.41607180748832046,0.8466666666666667
2023-01-03,15,772,0,-0.3087899231513049,0.3894217958191933,0.7933333333333333
2023-01-04,15,783,0,-0.3263542301623995,0.42324403168263414,0.7933333333333333
2023-01-05,15,814,0,-0.3194369995528252,0.38935019995582654,0.72
2023-01-06,15,767,0,-0.35878323407520407,0.43353746297268875,0.7133333333333334
2023-01-07,15,467,0,-0.3711124210223743,0.4205009515155528,0.7066666666666667
2023-01-08,15,437,0,-0.4087813656232744,0.4521234765651318,0.7
2023-01-09,15,825,0,-0.30892402022924076,0.3841043171629407,0.6933333333333334
2023-01-10,15,786,0,-0.3154071846575289,0.4075975866501469,0.72
2023-01-11,15,792,0,-0.2996102721714778,0.3923877214251211,0.7066666666666667
2023-01-12,15,805,0,-0.321929997128477,0.408371783541102,0.7
2023-01-13,15,785,0,-0.2779778486975257,0.41740971032992974,0.7066666666666667
2023-01-14,15,445,0,-0.37225306112691053,0.3856851579358029,0.62
2023-01-15,14,344,0,-0.34585779789138577,0.4362896221842063,0.6214285714285714
2023-01-16,15,774,0,-0.2824355104206244,0.45451623067299124,0.72
2023-01-17,15,790,0,-0.2790497163085592,0.406361192638353,0.7066666666666667
2023-01-18,15,749,0,-0.29152908897667895,0.4026228220074274,0.7266666666666667
2023-01-19,15,777,0,-0.2607407469363052,0.3995262158817838,0.72
2023-01-20,15,700,0,-0.2171544696404574,0.37963092165278634,0.6733333333333333
2023-01-21,15,432,0,-0.3191391912045116,0.4194350663338749,0.66
2023-01-22,15,315,0,-0.35269793684325185,0.4018871431070861,0.6
2023-01-23,15,747,0,-0.2557371881160762,0.36384032829442847,0.68
2023-01-24,15,745,0,-0.2849534485173406,0.39067913162502604,0.7333333333333333
2023-01-25,15,736,0,-0.3554681377395095,0.4330795294888822,0.7133333333333334
2023-01-26,15,752,0,-0.29967131886177945,0.38676933564803856,0.7266666666666667
2023-01-27,15,720,0,-0.2774383070935424,0.4167952762773409,0.7333333333333333
2023-01-28,15,467,0,-0.32964335264346745,0.43567082824043213,0.68
2023-01-29,15,376,0,-0.4008202338778819,0.40764410161540415,0.6133333333333333
2023-01-30,15,736,0,-0.3122506791547644,0.4292989692148471,0.76
2023-01-31,15,821,0,-0.31958009442325935,0.39502756067212447,0.7466666666666667
2023-02-01,15,900,0,-0.2784928043687486,0.41058627323951385,0.74
2023-02-02,15,865,0,-0.284050365444523,0.40627371808040064,0.7266666666666667
2023-02-03,15,822,0,-0.2639019727780942,0.37051402226903096,0.7133333333333334
